Username,Comment,Timestamp
@contedivalpelline,"Great review, Demi. Agree with everything you said. Still waiting for you to review ""Eight & Bob""...",2024-06-20 10:51:22
@louiscaeiroramos8051,If you love Neroli  than you should you should try Mediterrenean Neroli Ermenegildo Zegna. Best Neroli scent and longlasting as well as huge sillage.,2024-06-20 10:51:29
@GregorySonofGod777,"I have oud wood body spray, really nice for the price!",2024-06-20 10:51:29
@amooriamoori8876,Where is Fucking Fabulous version ??,2024-06-20 10:51:36
@MarioSilva-zv9yv,If the most refined woman turned into a woman it would look just like this lady.,2024-06-20 10:51:37
@TonySoprano08,"Tobacco Oud
Black Orchid 
Tobacco Vanille 
Fougere 
Oud Wood
Noir De Noir
Soleil Blanc 
Bitter Peach 

I love those",2024-06-20 10:51:28
@benda-annevanniekerk6833,Demi PLEASE do a Tom Ford video for women ️,2024-06-20 10:51:30
@mhdrifmhmd3375,"What about Tabacco oud..?
I love it",2024-06-20 10:51:29
@Naj21-,"TOM FORD FOR MEN EXTREME is in my top 3 all time. Finally someone to mention this gorgeous frag.
Cheers",2024-06-20 10:51:23
@AbdouEN92,I’m wearing TF noir extreme as a scent of the evening just lovely fragrance ,2024-06-20 10:51:28
@looneydesi,Love black orchid and noir extreme. ,2024-06-20 10:51:29
@royaltystiming9902,I love oud wood.. but it does not last long at all I have to spray a lot on myself lol,2024-06-20 10:51:29
@ghostylo888,Ly,2024-06-20 10:51:37
@VinceB666,Hi! Whats your opinion on the standard Tom Ford for men?,2024-06-20 10:51:28
@elijahray9792,Does TV smell like PDM Herod?   I own TV an didn’t want to be redundant with Herod,2024-06-20 10:51:29
@AwsomeSauce,"Black orchid is a good scent, it's not unisex, and it is marketed toward women specifically, but we men do where it because it's very masculine for a women's fragrance, he should have marketed it as unisex .",2024-06-20 10:51:32
@Bruno-dc5iv,"i love you, your voice is so relaxing",2024-06-20 10:51:28
@brentonhenry3489,How can you hate ombre leather?,2024-06-20 10:51:31
@kristenpotter7100,"I’m obsessed with the TF Private Blends. I love how unisex they are. I wear Tobacco Vanille, Oud Wood, Soleil Blanc, Noir de Noir, Mandarino di Amalfi, and Neroli Portofino (wore this on my honeymoon in St Lucia!). I love Lavender Extreme but I can’t bring myself to buy it. Please do a list for the ladies!!",2024-06-20 10:51:25
@uncleiroh7,Fvcking Fabulous is ma Fav,2024-06-20 10:51:32
@stonecharles7163,What's wrong with wearing a leather fragrance on a date?,2024-06-20 10:51:34
@jz9172,"You got me kinda triggered when you said you hate Ombré Leather.
Spicy Cardamom, Clean leather, >>BALANCED OUT<< with Jasmine Sambac.
Kidding, still love you, keep up the great work.",2024-06-20 10:51:29
@yand5400,2020 clubbing perfume new change perfume recommend . ^^^^^^^^^;,2024-06-20 10:51:36
@robertlouisebaker-hyde1267,Fix the volume of your vids.,2024-06-20 10:51:37
@dayella3113,7:58 that example I laughed so hard AHAHAHHAAHAHAHAHAHA,2024-06-20 10:51:31
@jaycagle8416,Can’t believe you almost for Tobacco Vanille! That was first love of TF and it is one of my favorite houses.  Longevity is an issue with some but beautiful DNA. Beau de Jour was a great rerelease and I’m Very happy to see Lavender Extreme make the list. It’s also one of my favs and doesn’t get much love. Solid list but I would have to add Plum Japonais and maybe Rose Prick to my list. Enjoyed!!,2024-06-20 10:51:22
@noneofbusiness7739,What lipstick color/brand is that?,2024-06-20 10:51:30
@999vincy,"Black Orchid, very polarizing. Mood changing scent.",2024-06-20 10:51:29
@ptock1975,"Hi Demi. Great video as always. I know it's a bit late, but I want to get a clean TF and was thinking about Beau de Jour or Coasta Azzurri. BdJ sounds better, kinda like Platinum Egoiste. Which should I get? Thanks for Ireland",2024-06-20 10:51:28
@PurAquas,Noir extreme is the best hands down,2024-06-20 10:51:30
@joshuadoty4251,My top Tom Fords 1. Plum Japonais 2. Noir de noir 3. Tobacco oud 4. Noir pour femme (I prefer this over extreme️ similar but projects better) 5. Black orchid EDP or EDT ️ 6. Tobacco Vanille 7. Lost cherry .. only because it smells good on its own and layers beeeeeautiful with plum Japonais and tobacco vanille,2024-06-20 10:51:22
@MFloresReviews,Tom Ford guy here. Glad some of mine made this list.,2024-06-20 10:51:29
@FouriousBear,"Hello Demi. Please can you help me.. I looking for a Tom Ford smell citrus,fresh sexy smell for summer.. Something like Armani  Aqua Di Gio but from Tom Ford.. Is Neroli Portofino good choice? Or maybe you can reccomend other one.  BtW you look like me friend, and sorry for my English.. Greetings from Poland. ;)",2024-06-20 10:51:30
@steliosc.4686,Actually my most complimented by women are Grey Vetiver edp and Oud Wood. I personally can't stand smelling Black Orchid yet alone wearing it. Very nauseating to me. But i do agree on Tom Ford Extreme. Beautiful scent and underappreciated. Nice video.,2024-06-20 10:51:22
@dannyo5364,Michael Jackson wore black orchid,2024-06-20 10:51:36
@danieish5982,"I need your review about smart collection perfumes...
Especially Creed,Dior sauvage black orchid versions of smart collection",2024-06-20 10:51:30
@maxblack404,"i enjoy watching your videos! btw demi and others, i’m planning on blind buying gucci flora edp, lancome tresor midnight rose and ysl mon paris but i only want to buy 2. which one do you guys recommend? pls help a sister out. thanks x",2024-06-20 10:51:27
@MrMelonMan96,Trey Songz wears Black Orchid + Orchid Soleil blend,2024-06-20 10:51:30
@TheFragnatic,"my top 5

Fucking Fabulous
Lost Cherry
Tobacco Vanille
Plum Japanois
Ombre Leather",2024-06-20 10:51:36
@DragonCarlin1982,Tuscan Leather.... class and presence,2024-06-20 10:51:31
@loickoffi7091,Good top 10 but where is tobacco Oud ?,2024-06-20 10:51:30
@phillipsamuels6719,Tom ford is awesome black orchid wonderful,2024-06-20 10:51:31
@ThatBoiDvnny,Link to the for men extreme?,2024-06-20 10:51:30
@invictafilms2690,"I got a 50ml decant of Tuscan Leather, really looking forward to trying it, but I really want some Neroli Portofino and Tobacco Vanille to add to my collection, but don’t want to go broke.",2024-06-20 10:51:25
@johnbwilson1,"Excellent. What do you think about TF Mandarino Di Amauri Acquaint for a man?  Got some as a gift, not sure I like it though.",2024-06-20 10:51:28
@ec2487,Where can I buy the Tom Ford extreme? It's sold out everywhere,2024-06-20 10:51:28
@danielkocur7241,My faviiort tom ford didn't make it lost cherry try it if you have not,2024-06-20 10:51:32
@silverstone3228,How about oud 24 hours ? Is it close enough to black orchid?,2024-06-20 10:51:29
@AlexGrocio,3:57  OMG!,2024-06-20 10:51:32
@carlitobrigante7625,Tom Ford Noir Extreme & Beau‘de Jour are My favorites ,2024-06-20 10:51:28
@punitpatel5565,This girl is kind of black orchid,2024-06-20 10:51:37
@KDAirman,I have black orchid EDT and doir intense in my collection currently,2024-06-20 10:51:30
@timwessels2886,Very nice Demy!,2024-06-20 10:51:29
